track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,release_date
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109.0,4,20,0,0,0,121,F#,Minor,64,67,80,0,0,36,3,2023-03-03
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280.0,22,101,0,0,66,140,D#,Minor,66,43,76,49,0,12,3,2023-03-03
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254.0,29,3,18,0,19,137,C#,Minor,84,44,67,8,0,11,6,2023-02-23
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148.0,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3,2023-01-31
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800.0,61,6,48,0,150,92,F,Major,57,68,76,7,0,33,3,2023-02-17
LET GO,Central Cee,1,2022,12,15,2301,20,298063749.0,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38,2022-12-15
Sial,Mahalini,1,2023,1,23,134,4,166570053.0,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4,2023-01-23
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468.0,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4,2023-01-31
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056.0,11,101,0,0,48,94,A,Major,59,44,56,80,0,6,3,2022-11-05
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.0,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6,2022-10-31
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663.0,30,15,34,2,47,113,G,Minor,79,66,74,8,0,11,5,2022-12-15
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931.0,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3,2023-03-03
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26,2023-03-03
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.0,1,10,1,0,1,140,B,Major,58,26,38,91,0,10,4,2022-05-31
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,2022-12-09
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910.0,11,15,14,3,1,140,F#,Major,86,68,79,39,0,11,29,2023-02-23
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647.0,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23,2022-08-01
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,2011-01-01
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517.0,118,34,150,4,19,132,,Minor,87,82,70,42,0,21,5,2022-10-19
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.0,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3,2023-03-03
WANDA,Quevedo,1,2023,1,20,888,22,175399345.0,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7,2023-01-20
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,2022-05-06
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,2000-10-24
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.0,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3,2022-12-08
Lovezinho,Treyce,1,2022,7,28,242,0,70069745.0,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4,2022-07-28
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408.0,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7,2022-06-03
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,2022-05-06
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576.0,16,19,21,3,4,105,,Minor,76,49,56,80,12,10,13,2022-09-08
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665.0,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33,2022-12-23
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149.0,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28,2021-09-03
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230.0,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26,2017-08-25
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310.0,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5,2022-11-03
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549.0,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32,2019-06-28
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112.0,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2,2022-10-20
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3,2023-01-27
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,2020-02-19
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,2022-07-15
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974.0,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4,2023-03-03
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450.0,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5,2020-05-20
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971.0,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6,2022-09-29
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4,2022-10-12
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,2022-05-06
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512.0,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4,2021-09-24
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947.0,2,10,0,0,0,125,,Major,53,32,66,38,0,9,3,2023-03-03
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687.0,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27,2023-01-27
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664.0,86,1,49,0,9,115,,Major,70,84,90,17,0,41,6,2023-01-27
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9,2023-01-27
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.0,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8,2022-10-17
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624.0,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4,2022-11-30
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295.0,15,40,21,1,15,100,,Major,79,60,68,7,0,26,4,2023-01-13
Shirt,SZA,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,2022-10-28
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960.0,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3,2022-10-28
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,2022-09-22
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035.0,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4,2016-11-04
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332.0,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10,2019-04-12
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672.0,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6,2016-09-27
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624.0,107,44,750,22,,107,B,Major,81,82,78,38,0,12,4,2022-02-09
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184.0,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7,2022-12-22
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753.0,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20,2022-11-25
Space Song,Beach House,1,2015,1,1,17852,4,789753877.0,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3,2015-01-01
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833.0,11,78,35,0,21,115,,Major,71,34,88,16,0,44,4,2022-11-20
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689.0,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32,2022-04-21
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253.0,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8,2023-01-12
TV,Billie Eilish,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,2022-07-21
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,2014-01-01
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,2020-03-20
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018.0,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4,2022-12-12
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891.0,537,122,"2,726",6,,124,A,Minor,79,59,86,4,0,8,11,2017-06-02
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.0,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9,2023-01-27
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895.0,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10,2022-08-19
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270.0,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34,2022-04-27
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,2019-10-31
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885.0,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3,2014-08-08
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678.0,27,64,66,1,4,154,,Major,64,61,91,15,0,72,4,2022-09-16
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763.0,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6,2021-07-23
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015.0,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5,2020-01-10
Atlantis,Seafret,1,2015,4,22,3045,6,571386359.0,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3,2015-04-22
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786.0,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9,2022-09-22
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928.0,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24,2022-09-09
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.0,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7,2022-08-05
Blind,SZA,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,2022-12-09
Die For You,Joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,2022-11-04
Doja,Central Cee,1,2022,7,20,4169,44,482257456.0,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29,2022-07-20
Gatita,Bellakath,1,2022,10,3,1054,0,168684524.0,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6,2022-10-03
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819.0,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6,2022-01-17
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622.0,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,2022-12-02
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,2021-06-04
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,2022-08-12
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,1985-09-16
Dream On,Aerosmith,1,1973,1,5,168,0,838586769.0,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3,1973-01-05
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237.0,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,2022-08-11
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632.0,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,2021-07-30
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580.0,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,2022-09-28
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,2020-09-03
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833.0,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11,2022-10-12
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678.0,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4,2022-04-08
Good Days,SZA,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,2020-12-24
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301.0,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6,2020-03-27
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,2021-06-25
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132.0,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10,2022-09-14
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599.0,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5,2022-03-14
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203.0,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,2022-10-21
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607.0,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3,2022-07-17
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517.0,4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5,1930-01-01
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469.0,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4,2012-01-01
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,1994-10-28
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109.0,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3,1984-01-01
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520.0,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5,1958-01-01
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563.0,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,1957-01-01
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936.0,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3,2011-10-14
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063.0,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18,2013-12-13
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4,1963-10-14
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129.0,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4,1959-11-16
Snowman,Sia,1,2017,1,1,5140,0,690104769.0,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3,2017-01-01
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717.0,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5,2013-10-25
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544.0,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4,1970-11-01
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795.0,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4,2011-10-14
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063.0,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4,2011-01-01
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135.0,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3,1963-11-22
Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329.0,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7,2022-12-09
Love Language,SZA,1,2022,12,9,1127,0,110849052.0,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8,2022-12-09
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795.0,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3,1971-12-01
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786.0,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9,2022-12-08
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396.0,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3,1952-01-01
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964.0,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4,1946-11-01
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487.0,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3,1979-11-16
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415.0,209,30,449,0,0,115,,Major,60,23,57,0,2,27,3,1984-11-25
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250.0,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5,2022-12-09
Special,SZA,1,2022,12,9,906,0,88092256.0,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5,2022-12-09
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786.0,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3,1984-01-01
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298.0,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,1950-01-01
SOS,SZA,1,2022,12,9,827,0,73981293.0,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,2022-12-09
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938.0,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16,2022-12-08
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396.0,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3,1942-01-01
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768.0,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4,1986-01-01
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149.0,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5,1963-11-22
Gone Girl,SZA,1,2022,12,9,892,0,65362788.0,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6,2022-12-09
F2F,SZA,1,2022,12,9,989,0,67540165.0,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4,2022-12-09
Notice Me,SZA,1,2022,12,9,819,0,62019074.0,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12,2022-12-09
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538.0,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4,2017-11-10
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468.0,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5,1958-01-01
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938.0,115,53,286,0,0,147,,Major,67,69,72,17,0,19,3,2000-11-07
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549.0,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3,2022-11-04
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421.0,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9,2022-12-02
I Hate U,SZA,1,2021,12,3,4094,0,356709897.0,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,2021-12-03
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992.0,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5,2022-12-02
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.0,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7,2022-10-31
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715.0,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4,1959-01-01
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.0,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38,2022-12-09
Conceited,SZA,1,2022,12,9,899,0,56870689.0,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7,2022-12-09
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194.0,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4,2022-10-21
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.0,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6,2022-10-21
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341.0,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36,2022-09-28
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.0,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,2022-10-21
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647.0,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,2022-05-06
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478.0,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4,2005-09-20
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935.0,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8,2021-06-25
Too Late,SZA,1,2022,12,8,714,0,49262961.0,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8,2022-12-08
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082.0,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,2022-05-06
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949.0,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8,1958-01-01
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459.0,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5,1957-01-01
Far,SZA,1,2022,12,9,680,0,51641685.0,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8,2022-12-09
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948.0,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6,2022-12-02
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177.0,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39,2022-08-25
ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429.0,170,12,575,18,,122,E,Major,70,42,54,30,0,37,5,2021-08-13
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833.0,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10,2022-01-07
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.0,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,2022-01-07
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590.0,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,2022-01-05
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802.0,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5,2022-01-07
